id,year,male,female,total,childbearing_age,pregnants,not_pregnant,births,u1,u5,u15,suspect_tb
NAPAK,2015,66400,77900,144300,33189,7215,25974,6998.55,6204.9,29148.6,66378,432.9
NAPAK,2016,67600,79500,147100,33833,7355,26478,7134.35,6325.3,29714.2,67666,441.3
NAPAK,2017,68800,81200,150000,34500,7500,27000,7275,6450,30300,69000,450
NAPAK,2018,69900,82800,152700,35121,7635,27486,7405.95,6566.1,30845.4,70242,458.1
NAPAK,2019,71100,84400,155500,35765,7775,27990,7541.75,6686.5,31411,71530,466.5
NAPAK,2020,72200,86100,158300,36409,7915,28494,7677.55,6806.9,31976.6,72818,474.9
NAPAK,2021,73300,87700,161000,37030,8050,28980,7808.5,6923,32522,74060,483
NAPAK,2022,74400,89200,163600,37628,8180,29448,7934.6,7034.8,33047.2,75256,490.8
NAPAK,2023,75400,90800,166200,38226,8310,29916,8060.7,7146.6,33572.4,76452,498.6
NAPAK,2024,76400,92300,168700,38801,8435,30366,8181.95,7254.1,34077.4,77602,506.1
NAPAK,2025,77300,93800,171100,39353,8555,30798,8298.35,7357.3,34562.2,78706,513.3
NEBBI,2015,117600,126700,244300,56189,12215,43974,11848.55,10504.9,49348.6,112378,732.9
NEBBI,2016,121400,130300,251700,57891,12585,45306,12207.45,10823.1,50843.4,115782,755.1
NEBBI,2017,125300,134000,259300,59639,12965,46674,12576.05,11149.9,52378.6,119278,777.9
NEBBI,2018,129200,137800,267000,61410,13350,48060,12949.5,11481,53934,122820,801
NEBBI,2019,133200,141600,274800,63204,13740,49464,13327.8,11816.4,55509.6,126408,824.4
NEBBI,2020,137200,145400,282600,64998,14130,50868,13706.1,12151.8,57085.2,129996,847.8
NEBBI,2021,141200,149200,290400,66792,14520,52272,14084.4,12487.2,58660.8,133584,871.2
NEBBI,2022,145300,153000,298300,68609,14915,53694,14467.55,12826.9,60256.6,137218,894.9
NEBBI,2023,149400,156900,306300,70449,15315,55134,14855.55,13170.9,61872.6,140898,918.9
NEBBI,2024,153400,160700,314100,72243,15705,56538,15233.85,13506.3,63448.2,144486,942.3
NEBBI,2025,157500,164400,321900,74037,16095,57942,15612.15,13841.7,65023.8,148074,965.7
NGORA,2015,70000,75000,145000,33350,7250,26100,7032.5,6235,29290,66700,435
NGORA,2016,72100,76900,149000,34270,7450,26820,7226.5,6407,30098,68540,447
NGORA,2017,74200,78900,153100,35213,7655,27558,7425.35,6583.3,30926.2,70426,459.3
NGORA,2018,76400,80900,157300,36179,7865,28314,7629.05,6763.9,31774.6,72358,471.9
NGORA,2019,78600,83000,161600,37168,8080,29088,7837.6,6948.8,32643.2,74336,484.8
NGORA,2020,80800,85000,165800,38134,8290,29844,8041.3,7129.4,33491.6,76268,497.4
NGORA,2021,83000,87000,170000,39100,8500,30600,8245,7310,34340,78200,510
NGORA,2022,85200,89100,174300,40089,8715,31374,8453.55,7494.9,35208.6,80178,522.9
NGORA,2023,87300,91100,178400,41032,8920,32112,8652.4,7671.2,36036.8,82064,535.2
NGORA,2024,89500,93100,182600,41998,9130,32868,8856.1,7851.8,36885.2,83996,547.8
NGORA,2025,91700,95100,186800,42964,9340,33624,9059.8,8032.4,37733.6,85928,560.4
NTOROKO,2015,34700,33400,68100,15663,3405,12258,3302.85,2928.3,13756.2,31326,204.3
NTOROKO,2016,35700,34100,69800,16054,3490,12564,3385.3,3001.4,14099.6,32108,209.4
NTOROKO,2017,36600,34700,71300,16399,3565,12834,3458.05,3065.9,14402.6,32798,213.9
NTOROKO,2018,37500,35400,72900,16767,3645,13122,3535.65,3134.7,14725.8,33534,218.7
NTOROKO,2019,38500,36000,74500,17135,3725,13410,3613.25,3203.5,15049,34270,223.5
NTOROKO,2020,39400,36600,76000,17480,3800,13680,3686,3268,15352,34960,228
NTOROKO,2021,40400,37300,77700,17871,3885,13986,3768.45,3341.1,15695.4,35742,233.1
NTOROKO,2022,41300,37900,79200,18216,3960,14256,3841.2,3405.6,15998.4,36432,237.6
NTOROKO,2023,42200,38500,80700,18561,4035,14526,3913.95,3470.1,16301.4,37122,242.1
NTOROKO,2024,43100,39000,82100,18883,4105,14778,3981.85,3530.3,16584.2,37766,246.3
NTOROKO,2025,44000,39600,83600,19228,4180,15048,4054.6,3594.8,16887.2,38456,250.8
NTUNGAMO,2015,236400,254800,491200,112976,24560,88416,23823.2,21121.6,99222.4,225952,1473.6
NTUNGAMO,2016,241500,259600,501100,115253,25055,90198,24303.35,21547.3,101222.2,230506,1503.3
NTUNGAMO,2017,246700,264400,511100,117553,25555,91998,24788.35,21977.3,103242.2,235106,1533.3
NTUNGAMO,2018,251900,269200,521100,119853,26055,93798,25273.35,22407.3,105262.2,239706,1563.3
NTUNGAMO,2019,257100,274000,531100,122153,26555,95598,25758.35,22837.3,107282.2,244306,1593.3
NTUNGAMO,2020,262200,278600,540800,124384,27040,97344,26228.8,23254.4,109241.6,248768,1622.4
NTUNGAMO,2021,267300,283200,550500,126615,27525,99090,26699.25,23671.5,111201,253230,1651.5
NTUNGAMO,2022,272200,287700,559900,128777,27995,100782,27155.15,24075.7,113099.8,257554,1679.7
NTUNGAMO,2023,277100,292100,569200,130916,28460,102456,27606.2,24475.6,114978.4,261832,1707.6
NTUNGAMO,2024,281800,296400,578200,132986,28910,104076,28042.7,24862.6,116796.4,265972,1734.6
NTUNGAMO,2025,286300,300500,586800,134964,29340,105624,28459.8,25232.4,118533.6,269928,1760.4
NWOYA,2015,71600,73100,144700,33281,7235,26046,7017.95,6222.1,29229.4,66562,434.1
NWOYA,2016,79100,80600,159700,36731,7985,28746,7745.45,6867.1,32259.4,73462,479.1
NWOYA,2017,87400,88800,176200,40526,8810,31716,8545.7,7576.6,35592.4,81052,528.6
NWOYA,2018,96500,97800,194300,44689,9715,34974,9423.55,8354.9,39248.6,89378,582.9
NWOYA,2019,106500,107700,214200,49266,10710,38556,10388.7,9210.6,43268.4,98532,642.6
NWOYA,2020,117500,118500,236000,54280,11800,42480,11446,10148,47672,108560,708
NWOYA,2021,129500,130300,259800,59754,12990,46764,12600.3,11171.4,52479.6,119508,779.4
NWOYA,2022,142600,143200,285800,65734,14290,51444,13861.3,12289.4,57731.6,131468,857.4
NWOYA,2023,157000,157300,314300,72289,15715,56574,15243.55,13514.9,63488.6,144578,942.9
NWOYA,2024,172600,172700,345300,79419,17265,62154,16747.05,14847.9,69750.6,158838,1035.9
NWOYA,2025,189700,189400,379100,87193,18955,68238,18386.35,16301.3,76578.2,174386,1137.3
OBONGI,2015,22100,21700,43800,10074,2190,7884,2124.3,1883.4,8847.6,20148,131.4
OBONGI,2016,22800,22100,44900,10327,2245,8082,2177.65,1930.7,9069.8,20654,134.7
OBONGI,2017,23400,22700,46100,10603,2305,8298,2235.85,1982.3,9312.2,21206,138.3
OBONGI,2018,24000,23100,47100,10833,2355,8478,2284.35,2025.3,9514.2,21666,141.3
OBONGI,2019,24500,23600,48100,11063,2405,8658,2332.85,2068.3,9716.2,22126,144.3
OBONGI,2020,25100,24000,49100,11293,2455,8838,2381.35,2111.3,9918.2,22586,147.3
OBONGI,2021,25700,24600,50300,11569,2515,9054,2439.55,2162.9,10160.6,23138,150.9
OBONGI,2022,26300,25000,51300,11799,2565,9234,2488.05,2205.9,10362.6,23598,153.9
OBONGI,2023,26800,25500,52300,12029,2615,9414,2536.55,2248.9,10564.6,24058,156.9
OBONGI,2024,27300,25900,53200,12236,2660,9576,2580.2,2287.6,10746.4,24472,159.6
OBONGI,2025,28000,26300,54300,12489,2715,9774,2633.55,2334.9,10968.6,24978,162.9
OMORO,2015,81200,84100,165300,38019,8265,29754,8017.05,7107.9,33390.6,76038,495.9
OMORO,2016,84200,87000,171200,39376,8560,30816,8303.2,7361.6,34582.4,78752,513.6
OMORO,2017,87300,90000,177300,40779,8865,31914,8599.05,7623.9,35814.6,81558,531.9
OMORO,2018,90400,93100,183500,42205,9175,33030,8899.75,7890.5,37067,84410,550.5
OMORO,2019,93700,96200,189900,43677,9495,34182,9210.15,8165.7,38359.8,87354,569.7
OMORO,2020,97000,99400,196400,45172,9820,35352,9525.4,8445.2,39672.8,90344,589.2
OMORO,2021,100300,102700,203000,46690,10150,36540,9845.5,8729,41006,93380,609
OMORO,2022,103700,105900,209600,48208,10480,37728,10165.6,9012.8,42339.2,96416,628.8
OMORO,2023,107200,109200,216400,49772,10820,38952,10495.4,9305.2,43712.8,99544,649.2
OMORO,2024,110600,112600,223200,51336,11160,40176,10825.2,9597.6,45086.4,102672,669.6
OMORO,2025,114100,115900,230000,52900,11500,41400,11155,9890,46460,105800,690
OTUKE,2015,53000,54900,107900,24817,5395,19422,5233.15,4639.7,21795.8,49634,323.7
OTUKE,2016,55400,57200,112600,25898,5630,20268,5461.1,4841.8,22745.2,51796,337.8
OTUKE,2017,57900,59700,117600,27048,5880,21168,5703.6,5056.8,23755.2,54096,352.8
OTUKE,2018,60500,62200,122700,28221,6135,22086,5950.95,5276.1,24785.4,56442,368.1
OTUKE,2019,63200,64900,128100,29463,6405,23058,6212.85,5508.3,25876.2,58926,384.3
OTUKE,2020,65900,67600,133500,30705,6675,24030,6474.75,5740.5,26967,61410,400.5
OTUKE,2021,68700,70300,139000,31970,6950,25020,6741.5,5977,28078,63940,417
OTUKE,2022,71600,73100,144700,33281,7235,26046,7017.95,6222.1,29229.4,66562,434.1
OTUKE,2023,74600,76000,150600,34638,7530,27108,7304.1,6475.8,30421.2,69276,451.8
OTUKE,2024,77600,79000,156600,36018,7830,28188,7595.1,6733.8,31633.2,72036,469.8
OTUKE,2025,80600,82000,162600,37398,8130,29268,7886.1,6991.8,32845.2,74796,487.8
OYAM,2015,191700,200900,392600,90298,19630,70668,19041.1,16881.8,79305.2,180596,1177.8
OYAM,2016,197600,206900,404500,93035,20225,72810,19618.25,17393.5,81709,186070,1213.5
OYAM,2017,203600,212900,416500,95795,20825,74970,20200.25,17909.5,84133,191590,1249.5
OYAM,2018,209800,219000,428800,98624,21440,77184,20796.8,18438.4,86617.6,197248,1286.4
OYAM,2019,216000,225300,441300,101499,22065,79434,21403.05,18975.9,89142.6,202998,1323.9
OYAM,2020,222200,231500,453700,104351,22685,81666,22004.45,19509.1,91647.4,208702,1361.1
OYAM,2021,228500,237800,466300,107249,23315,83934,22615.55,20050.9,94192.6,214498,1398.9
OYAM,2022,234900,244100,479000,110170,23950,86220,23231.5,20597,96758,220340,1437
OYAM,2023,241200,250400,491600,113068,24580,88488,23842.6,21138.8,99303.2,226136,1474.8
OYAM,2024,247500,256700,504200,115966,25210,90756,24453.7,21680.6,101848.4,231932,1512.6
OYAM,2025,253700,263000,516700,118841,25835,93006,25059.95,22218.1,104373.4,237682,1550.1
PADER,2015,87800,92600,180400,41492,9020,32472,8749.4,7757.2,36440.8,82984,541.2
PADER,2016,89400,94400,183800,42274,9190,33084,8914.3,7903.4,37127.6,84548,551.4
PADER,2017,91000,96200,187200,43056,9360,33696,9079.2,8049.6,37814.4,86112,561.6
PADER,2018,92700,98000,190700,43861,9535,34326,9248.95,8200.1,38521.4,87722,572.1
PADER,2019,94200,99800,194000,44620,9700,34920,9409,8342,39188,89240,582
PADER,2020,95800,101500,197300,45379,9865,35514,9569.05,8483.9,39854.6,90758,591.9
PADER,2021,97300,103200,200500,46115,10025,36090,9724.25,8621.5,40501,92230,601.5
PADER,2022,98800,104900,203700,46851,10185,36666,9879.45,8759.1,41147.4,93702,611.1
PADER,2023,100200,106500,206700,47541,10335,37206,10024.95,8888.1,41753.4,95082,620.1
PADER,2024,101500,108100,209600,48208,10480,37728,10165.6,9012.8,42339.2,96416,628.8
PADER,2025,102800,109600,212400,48852,10620,38232,10301.4,9133.2,42904.8,97704,637.2
PAKWACH,2015,78900,84000,162900,37467,8145,29322,7900.65,7004.7,32905.8,74934,488.7
PAKWACH,2016,82300,87100,169400,38962,8470,30492,8215.9,7284.2,34218.8,77924,508.2
PAKWACH,2017,85700,90200,175900,40457,8795,31662,8531.15,7563.7,35531.8,80914,527.7
PAKWACH,2018,89300,93500,182800,42044,9140,32904,8865.8,7860.4,36925.6,84088,548.4
PAKWACH,2019,92900,96800,189700,43631,9485,34146,9200.45,8157.1,38319.4,87262,569.1
PAKWACH,2020,96600,100200,196800,45264,9840,35424,9544.8,8462.4,39753.6,90528,590.4
PAKWACH,2021,100500,103600,204100,46943,10205,36738,9898.85,8776.3,41228.2,93886,612.3
PAKWACH,2022,104400,107100,211500,48645,10575,38070,10257.75,9094.5,42723,97290,634.5
PAKWACH,2023,108300,110700,219000,50370,10950,39420,10621.5,9417,44238,100740,657
PAKWACH,2024,112400,114200,226600,52118,11330,40788,10990.1,9743.8,45773.2,104236,679.8
PAKWACH,2025,116500,117900,234400,53912,11720,42192,11368.4,10079.2,47348.8,107824,703.2
PALLISA,2015,138900,146000,284900,65527,14245,51282,13817.65,12250.7,57549.8,131054,854.7
PALLISA,2016,145300,152400,297700,68471,14885,53586,14438.45,12801.1,60135.4,136942,893.1
PALLISA,2017,152000,158900,310900,71507,15545,55962,15078.65,13368.7,62801.8,143014,932.7
PALLISA,2018,158900,165700,324600,74658,16230,58428,15743.1,13957.8,65569.2,149316,973.8
PALLISA,2019,166100,172700,338800,77924,16940,60984,16431.8,14568.4,68437.6,155848,1016.4
PALLISA,2020,173400,180000,353400,81282,17670,63612,17139.9,15196.2,71386.8,162564,1060.2
PALLISA,2021,181000,187400,368400,84732,18420,66312,17867.4,15841.2,74416.8,169464,1105.2
PALLISA,2022,188800,194900,383700,88251,19185,69066,18609.45,16499.1,77507.4,176502,1151.1
PALLISA,2023,196800,202700,399500,91885,19975,71910,19375.75,17178.5,80699,183770,1198.5
PALLISA,2024,204900,210600,415500,95565,20775,74790,20151.75,17866.5,83931,191130,1246.5
PALLISA,2025,213200,218700,431900,99337,21595,77742,20947.15,18571.7,87243.8,198674,1295.7
RAKAI,2015,138900,143100,282000,64860,14100,50760,13677,12126,56964,129720,846
RAKAI,2016,142600,146400,289000,66470,14450,52020,14016.5,12427,58378,132940,867
RAKAI,2017,146400,149700,296100,68103,14805,53298,14360.85,12732.3,59812.2,136206,888.3
RAKAI,2018,150300,153000,303300,69759,15165,54594,14710.05,13041.9,61266.6,139518,909.9
RAKAI,2019,154100,156400,310500,71415,15525,55890,15059.25,13351.5,62721,142830,931.5
RAKAI,2020,158000,159700,317700,73071,15885,57186,15408.45,13661.1,64175.4,146142,953.1
RAKAI,2021,161800,163000,324800,74704,16240,58464,15752.8,13966.4,65609.6,149408,974.4
RAKAI,2022,165600,166300,331900,76337,16595,59742,16097.15,14271.7,67043.8,152674,995.7
RAKAI,2023,169400,169500,338900,77947,16945,61002,16436.65,14572.7,68457.8,155894,1016.7
RAKAI,2024,173100,172600,345700,79511,17285,62226,16766.45,14865.1,69831.4,159022,1037.1
RAKAI,2025,176800,175700,352500,81075,17625,63450,17096.25,15157.5,71205,162150,1057.5
RUBANDA,2015,92900,105400,198300,45609,9915,35694,9617.55,8526.9,40056.6,91218,594.9
RUBANDA,2016,94200,106300,200500,46115,10025,36090,9724.25,8621.5,40501,92230,601.5
RUBANDA,2017,95500,107100,202600,46598,10130,36468,9826.1,8711.8,40925.2,93196,607.8
RUBANDA,2018,96700,107900,204600,47058,10230,36828,9923.1,8797.8,41329.2,94116,613.8
RUBANDA,2019,97900,108700,206600,47518,10330,37188,10020.1,8883.8,41733.2,95036,619.8
RUBANDA,2020,99100,109400,208500,47955,10425,37530,10112.25,8965.5,42117,95910,625.5
RUBANDA,2021,100200,110100,210300,48369,10515,37854,10199.55,9042.9,42480.6,96738,630.9
RUBANDA,2022,101200,110700,211900,48737,10595,38142,10277.15,9111.7,42803.8,97474,635.7
RUBANDA,2023,102200,111200,213400,49082,10670,38412,10349.9,9176.2,43106.8,98164,640.2
RUBANDA,2024,103100,111700,214800,49404,10740,38664,10417.8,9236.4,43389.6,98808,644.4
RUBANDA,2025,104000,112000,216000,49680,10800,38880,10476,9288,43632,99360,648
RUBIRIZI,2015,62700,68300,131000,30130,6550,23580,6353.5,5633,26462,60260,393
RUBIRIZI,2016,64000,69700,133700,30751,6685,24066,6484.45,5749.1,27007.4,61502,401.1
RUBIRIZI,2017,65300,71000,136300,31349,6815,24534,6610.55,5860.9,27532.6,62698,408.9
RUBIRIZI,2018,66600,72300,138900,31947,6945,25002,6736.65,5972.7,28057.8,63894,416.7
RUBIRIZI,2019,67900,73600,141500,32545,7075,25470,6862.75,6084.5,28583,65090,424.5
RUBIRIZI,2020,69200,74900,144100,33143,7205,25938,6988.85,6196.3,29108.2,66286,432.3
RUBIRIZI,2021,70400,76200,146600,33718,7330,26388,7110.1,6303.8,29613.2,67436,439.8
RUBIRIZI,2022,71600,77500,149100,34293,7455,26838,7231.35,6411.3,30118.2,68586,447.3
RUBIRIZI,2023,72800,78700,151500,34845,7575,27270,7347.75,6514.5,30603,69690,454.5
RUBIRIZI,2024,74000,79900,153900,35397,7695,27702,7464.15,6617.7,31087.8,70794,461.7
RUBIRIZI,2025,75100,81000,156100,35903,7805,28098,7570.85,6712.3,31532.2,71806,468.3
RUKIGA,2015,48500,52700,101200,23276,5060,18216,4908.2,4351.6,20442.4,46552,303.6
RUKIGA,2016,49000,53100,102100,23483,5105,18378,4951.85,4390.3,20624.2,46966,306.3
RUKIGA,2017,49500,53500,103000,23690,5150,18540,4995.5,4429,20806,47380,309
RUKIGA,2018,50000,53800,103800,23874,5190,18684,5034.3,4463.4,20967.6,47748,311.4
RUKIGA,2019,50500,54200,104700,24081,5235,18846,5077.95,4502.1,21149.4,48162,314.1
RUKIGA,2020,50900,54500,105400,24242,5270,18972,5111.9,4532.2,21290.8,48484,316.2
RUKIGA,2021,51300,54700,106000,24380,5300,19080,5141,4558,21412,48760,318
RUKIGA,2022,51700,55000,106700,24541,5335,19206,5174.95,4588.1,21553.4,49082,320.1
RUKIGA,2023,52000,55200,107200,24656,5360,19296,5199.2,4609.6,21654.4,49312,321.6
RUKIGA,2024,52300,55400,107700,24771,5385,19386,5223.45,4631.1,21755.4,49542,323.1
RUKIGA,2025,52500,55500,108000,24840,5400,19440,5238,4644,21816,49680,324
RUKUNGIRI,2015,151400,165700,317100,72933,15855,57078,15379.35,13635.3,64054.2,145866,951.3
RUKUNGIRI,2016,153200,167300,320500,73715,16025,57690,15544.25,13781.5,64741,147430,961.5
RUKUNGIRI,2017,155100,169000,324100,74543,16205,58338,15718.85,13936.3,65468.2,149086,972.3
RUKUNGIRI,2018,156900,170500,327400,75302,16370,58932,15878.9,14078.2,66134.8,150604,982.2
RUKUNGIRI,2019,158700,172000,330700,76061,16535,59526,16038.95,14220.1,66801.4,152122,992.1
RUKUNGIRI,2020,160300,173500,333800,76774,16690,60084,16189.3,14353.4,67427.6,153548,1001.4
RUKUNGIRI,2021,161900,174800,336700,77441,16835,60606,16329.95,14478.1,68013.4,154882,1010.1
RUKUNGIRI,2022,163400,176000,339400,78062,16970,61092,16460.9,14594.2,68558.8,156124,1018.2
RUKUNGIRI,2023,164800,177200,342000,78660,17100,61560,16587,14706,69084,157320,1026
RUKUNGIRI,2024,166000,178200,344200,79166,17210,61956,16693.7,14800.6,69528.4,158332,1032.6
RUKUNGIRI,2025,167200,179100,346300,79649,17315,62334,16795.55,14890.9,69952.6,159298,1038.9
RWAMPARA,2015,63500,66500,130000,29900,6500,23400,6305,5590,26260,59800,390
RWAMPARA,2016,64900,67900,132800,30544,6640,23904,6440.8,5710.4,26825.6,61088,398.4
RWAMPARA,2017,66400,69400,135800,31234,6790,24444,6586.3,5839.4,27431.6,62468,407.4
RWAMPARA,2018,67800,70900,138700,31901,6935,24966,6726.95,5964.1,28017.4,63802,416.1
RWAMPARA,2019,69300,72300,141600,32568,7080,25488,6867.6,6088.8,28603.2,65136,424.8
RWAMPARA,2020,70800,73800,144600,33258,7230,26028,7013.1,6217.8,29209.2,66516,433.8
RWAMPARA,2021,72200,75200,147400,33902,7370,26532,7148.9,6338.2,29774.8,67804,442.2
RWAMPARA,2022,73800,76700,150500,34615,7525,27090,7299.25,6471.5,30401,69230,451.5
RWAMPARA,2023,75000,78100,153100,35213,7655,27558,7425.35,6583.3,30926.2,70426,459.3
RWAMPARA,2024,76500,79700,156200,35926,7810,28116,7575.7,6716.6,31552.4,71852,468.6
RWAMPARA,2025,77800,80900,158700,36501,7935,28566,7696.95,6824.1,32057.4,73002,476.1
SERERE,2015,144200,150900,295100,67873,14755,53118,14312.35,12689.3,59610.2,135746,885.3
SERERE,2016,150300,156900,307200,70656,15360,55296,14899.2,13209.6,62054.4,141312,921.6
SERERE,2017,156700,163100,319800,73554,15990,57564,15510.3,13751.4,64599.6,147108,959.4
SERERE,2018,163200,169500,332700,76521,16635,59886,16135.95,14306.1,67205.4,153042,998.1
SERERE,2019,169900,176000,345900,79557,17295,62262,16776.15,14873.7,69871.8,159114,1037.7
SERERE,2020,176800,182700,359500,82685,17975,64710,17435.75,15458.5,72619,165370,1078.5
SERERE,2021,183800,189500,373300,85859,18665,67194,18105.05,16051.9,75406.6,171718,1119.9
SERERE,2022,191000,196500,387500,89125,19375,69750,18793.75,16662.5,78275,178250,1162.5
SERERE,2023,198300,203500,401800,92414,20090,72324,19487.3,17277.4,81163.6,184828,1205.4
SERERE,2024,205800,210700,416500,95795,20825,74970,20200.25,17909.5,84133,191590,1249.5
SERERE,2025,213300,218000,431300,99199,21565,77634,20918.05,18545.9,87122.6,198398,1293.9
SHEEMA,2015,100100,108900,209000,48070,10450,37620,10136.5,8987,42218,96140,627
SHEEMA,2016,101400,110000,211400,48622,10570,38052,10252.9,9090.2,42702.8,97244,634.2
SHEEMA,2017,102600,111200,213800,49174,10690,38484,10369.3,9193.4,43187.6,98348,641.4
SHEEMA,2018,103800,112300,216100,49703,10805,38898,10480.85,9292.3,43652.2,99406,648.3
SHEEMA,2019,105000,113400,218400,50232,10920,39312,10592.4,9391.2,44116.8,100464,655.2
SHEEMA,2020,106100,114400,220500,50715,11025,39690,10694.25,9481.5,44541,101430,661.5
SHEEMA,2021,107200,115400,222600,51198,11130,40068,10796.1,9571.8,44965.2,102396,667.8
SHEEMA,2022,108200,116300,224500,51635,11225,40410,10888.25,9653.5,45349,103270,673.5
SHEEMA,2023,109100,117200,226300,52049,11315,40734,10975.55,9730.9,45712.6,104098,678.9
SHEEMA,2024,110000,117900,227900,52417,11395,41022,11053.15,9799.7,46035.8,104834,683.7
SHEEMA,2025,110700,118600,229300,52739,11465,41274,11121.05,9859.9,46318.6,105478,687.9
SIRONKO,2015,123100,123400,246500,56695,12325,44370,11955.25,10599.5,49793,113390,739.5
SIRONKO,2016,126100,125900,252000,57960,12600,45360,12222,10836,50904,115920,756
SIRONKO,2017,129100,128500,257600,59248,12880,46368,12493.6,11076.8,52035.2,118496,772.8
SIRONKO,2018,132100,131100,263200,60536,13160,47376,12765.2,11317.6,53166.4,121072,789.6
SIRONKO,2019,135200,133600,268800,61824,13440,48384,13036.8,11558.4,54297.6,123648,806.4
SIRONKO,2020,138200,136100,274300,63089,13715,49374,13303.55,11794.9,55408.6,126178,822.9
SIRONKO,2021,141100,138600,279700,64331,13985,50346,13565.45,12027.1,56499.4,128662,839.1
SIRONKO,2022,144100,141100,285200,65596,14260,51336,13832.2,12263.6,57610.4,131192,855.6
SIRONKO,2023,147000,143500,290500,66815,14525,52290,14089.25,12491.5,58681,133630,871.5
SIRONKO,2024,149800,145800,295600,67988,14780,53208,14336.6,12710.8,59711.2,135976,886.8
SIRONKO,2025,152600,148100,300700,69161,15035,54126,14583.95,12930.1,60741.4,138322,902.1
SOROTI,2015,149300,156000,305300,70219,15265,54954,14807.05,13127.9,61670.6,140438,915.9
SOROTI,2016,155000,161400,316400,72772,15820,56952,15345.4,13605.2,63912.8,145544,949.2
SOROTI,2017,160800,167100,327900,75417,16395,59022,15903.15,14099.7,66235.8,150834,983.7
SOROTI,2018,166700,172800,339500,78085,16975,61110,16465.75,14598.5,68579,156170,1018.5
SOROTI,2019,172800,178600,351400,80822,17570,63252,17042.9,15110.2,70982.8,161644,1054.2
SOROTI,2020,179000,184600,363600,83628,18180,65448,17634.6,15634.8,73447.2,167256,1090.8
SOROTI,2021,185300,190600,375900,86457,18795,67662,18231.15,16163.7,75931.8,172914,1127.7
SOROTI,2022,191700,196700,388400,89332,19420,69912,18837.4,16701.2,78456.8,178664,1165.2
SOROTI,2023,198100,202900,401000,92230,20050,72180,19448.5,17243,81002,184460,1203
SOROTI,2024,204700,209200,413900,95197,20695,74502,20074.15,17797.7,83607.8,190394,1241.7
SOROTI,2025,211200,215400,426600,98118,21330,76788,20690.1,18343.8,86173.2,196236,1279.8
SSEMBABULE,2015,129100,129100,258200,59386,12910,46476,12522.7,11102.6,52156.4,118772,774.6
SSEMBABULE,2016,133000,132500,265500,61065,13275,47790,12876.75,11416.5,53631,122130,796.5
SSEMBABULE,2017,137000,136100,273100,62813,13655,49158,13245.35,11743.3,55166.2,125626,819.3
SSEMBABULE,2018,141100,139600,280700,64561,14035,50526,13613.95,12070.1,56701.4,129122,842.1
SSEMBABULE,2019,145200,143200,288400,66332,14420,51912,13987.4,12401.2,58256.8,132664,865.2
SSEMBABULE,2020,149300,146800,296100,68103,14805,53298,14360.85,12732.3,59812.2,136206,888.3
SSEMBABULE,2021,153500,150400,303900,69897,15195,54702,14739.15,13067.7,61387.8,139794,911.7
SSEMBABULE,2022,157700,154000,311700,71691,15585,56106,15117.45,13403.1,62963.4,143382,935.1
SSEMBABULE,2023,161800,157500,319300,73439,15965,57474,15486.05,13729.9,64498.6,146878,957.9
SSEMBABULE,2024,165900,161100,327000,75210,16350,58860,15859.5,14061,66054,150420,981
SSEMBABULE,2025,170000,164600,334600,76958,16730,60228,16228.1,14387.8,67589.2,153916,1003.8
TORORO,2015,256100,271300,527400,121302,26370,94932,25578.9,22678.2,106534.8,242604,1582.2
TORORO,2016,263000,278200,541200,124476,27060,97416,26248.2,23271.6,109322.4,248952,1623.6
TORORO,2017,270000,285100,555100,127673,27755,99918,26922.35,23869.3,112130.2,255346,1665.3
TORORO,2018,277100,292100,569200,130916,28460,102456,27606.2,24475.6,114978.4,261832,1707.6
TORORO,2019,284200,299200,583400,134182,29170,105012,28294.9,25086.2,117846.8,268364,1750.2
TORORO,2020,291300,306200,597500,137425,29875,107550,28978.75,25692.5,120695,274850,1792.5
TORORO,2021,298400,313200,611600,140668,30580,110088,29662.6,26298.8,123543.2,281336,1834.8
TORORO,2022,305500,320200,625700,143911,31285,112626,30346.45,26905.1,126391.4,287822,1877.1
TORORO,2023,312500,327200,639700,147131,31985,115146,31025.45,27507.1,129219.4,294262,1919.1
TORORO,2024,319400,334000,653400,150282,32670,117612,31689.9,28096.2,131986.8,300564,1960.2
TORORO,2025,326200,340800,667000,153410,33350,120060,32349.5,28681,134734,306820,2001
WAKISO,2015,1001400,1106100,2107500,484725,105375,379350,102213.75,90622.5,425715,969450,6322.5
WAKISO,2016,1068400,1181600,2250000,517500,112500,405000,109125,96750,454500,1035000,6750
WAKISO,2017,1140100,1262700,2402800,552644,120140,432504,116535.8,103320.4,485365.6,1105288,7208.4
WAKISO,2018,1215700,1348100,2563800,589674,128190,461484,124344.3,110243.4,517887.6,1179348,7691.4
WAKISO,2019,1296500,1438600,2735100,629073,136755,492318,132652.35,117609.3,552490.2,1258146,8205.3
WAKISO,2020,1381000,1534200,2915200,670496,145760,524736,141387.2,125353.6,588870.4,1340992,8745.6
WAKISO,2021,1469700,1636000,3105700,714311,155285,559026,150626.45,133545.1,627351.4,1428622,9317.1
WAKISO,2022,1564000,1744000,3308000,760840,165400,595440,160438,142244,668216,1521680,9924
WAKISO,2023,1663200,1856100,3519300,809439,175965,633474,170686.05,151329.9,710898.6,1618878,10557.9
