id,year,male,female,total,childbearing_age,pregnants,not_pregnant,births,u1,u5,u15,suspect_tb
WAKISO,2024,1766700,1974300,3741000,860430,187050,673380,181438.5,160863,755682,1720860,11223
WAKISO,2025,1875400,2099900,3975300,914319,198765,715554,192802.05,170937.9,803010.6,1828638,11925.9
YUMBE,2015,240400,266200,506600,116518,25330,91188,24570.1,21783.8,102333.2,233036,1519.8
YUMBE,2016,253100,282000,535100,123073,26755,96318,25952.35,23009.3,108090.2,246146,1605.3
YUMBE,2017,266400,298700,565100,129973,28255,101718,27407.35,24299.3,114150.2,259946,1695.3
YUMBE,2018,280200,316300,596500,137195,29825,107370,28930.25,25649.5,120493,274390,1789.5
YUMBE,2019,294700,334700,629400,144762,31470,113292,30525.9,27064.2,127138.8,289524,1888.2
YUMBE,2020,309600,354000,663600,152628,33180,119448,32184.6,28534.8,134047.2,305256,1990.8
YUMBE,2021,325200,374100,699300,160839,34965,125874,33916.05,30069.9,141258.6,321678,2097.9
YUMBE,2022,341200,395200,736400,169372,36820,132552,35715.4,31665.2,148752.8,338744,2209.2
YUMBE,2023,357800,417200,775000,178250,38750,139500,37587.5,33325,156550,356500,2325
YUMBE,2024,375000,440200,815200,187496,40760,146736,39537.2,35053.6,164670.4,374992,2445.6
YUMBE,2025,392600,464000,856600,197018,42830,154188,41545.1,36833.8,173033.2,394036,2569.8
ZOMBO,2015,118700,126900,245600,56488,12280,44208,11911.6,10560.8,49611.2,112976,736.8
ZOMBO,2016,122400,130500,252900,58167,12645,45522,12265.65,10874.7,51085.8,116334,758.7
ZOMBO,2017,126100,134100,260200,59846,13010,46836,12619.7,11188.6,52560.4,119692,780.6
ZOMBO,2018,130000,137800,267800,61594,13390,48204,12988.3,11515.4,54095.6,123188,803.4
ZOMBO,2019,133900,141500,275400,63342,13770,49572,13356.9,11842.2,55630.8,126684,826.2
ZOMBO,2020,137800,145300,283100,65113,14155,50958,13730.35,12173.3,57186.2,130226,849.3
ZOMBO,2021,141700,149000,290700,66861,14535,52326,14098.95,12500.1,58721.4,133722,872.1
ZOMBO,2022,145700,152800,298500,68655,14925,53730,14477.25,12835.5,60297,137310,895.5
ZOMBO,2023,149600,156500,306100,70403,15305,55098,14845.85,13162.3,61832.2,140806,918.3
ZOMBO,2024,153600,160300,313900,72197,15695,56502,15224.15,13497.7,63407.8,144394,941.7
ZOMBO,2025,157500,164000,321500,73945,16075,57870,15592.75,13824.5,64943,147890,964.5
